seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,0.9999999999999999,1.2727582731205078,13.612180994986804,2.781167921576536,5.820057403885831,prompt
1,1.0,1.34914201459572,13.453212387701202,3.3633030969253004,4.450188887292744,prompt
2,0.9999999999999998,1.340848347111257,11.460902228428193,3.667121081910865,5.834353657081202,prompt
3,1.0,1.2452825794654032,13.28959825974383,3.026625882684503,4.782031172962216,prompt
4,1.0000000000000002,1.4373285893315435,13.847094678607357,3.147066972410763,5.215139554280694,prompt
5,0.9999999999999998,1.4319477288010614,13.942155708201396,3.670004022521993,4.712757662661426,prompt
6,1.0,1.2739722519707963,12.842307401130993,3.307101533039341,4.038799086348661,prompt
7,1.0,1.3628985042238395,13.821886624482344,3.505170124310782,4.432017993719883,prompt
8,1.0,1.4390033789249863,12.089221241473256,3.382657097373767,12.089221241473256,prompt
9,1.0,1.3441370711091059,13.420853666468336,2.932237425302545,4.356850051662828,prompt
10,1.0,1.2453988115550565,11.067979386621207,3.427868570949186,4.515896871772588,prompt
11,1.0,1.3699727276245979,14.729999839284453,3.3777413424566074,5.5417295959550295,prompt
12,1.0,1.2191984373853273,10.670292145853788,3.822434417331275,4.670627339837349,prompt
13,1.0,1.431755146770001,13.479327104036068,3.2433051618462923,5.384718185373012,prompt
14,1.0,1.3447170429296909,13.32007412448077,3.4528035753052557,5.0338794518268815,prompt
15,1.0,1.3061929743333713,11.535462204616598,3.3189261015789784,5.511056304473735,prompt
16,1.0,1.4222707608803913,13.399762868976012,3.235592340270853,5.069770712026759,prompt
17,1.0000000000000002,1.4506172666677042,12.976733354444004,3.0555700608287246,5.18408353919242,prompt
18,1.0,1.3379841713000051,13.845254313733557,3.3127870629409117,5.684550554379768,prompt
19,0.9999999999999999,1.4316122529493245,13.146264399973422,3.7689564603490324,4.914633566193768,prompt
