alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,50,8,11,0,11,0.0,0.088,0.0,0.0,0,0,betting,6<=K<=10
0.05,14,12,12,0,12,0.0,0.6666666666666666,0.0,0.0,0,0,betting,K<=2
0.05,47,7,9,0,9,0.0,0.07086614173228346,0.0,0.0,0,0,betting,11<=K<=20
0.05,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.05,26,12,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,0,betting,3<=K<=5
0.05,17,1,6,0,6,0.0,0.0375,0.0,0.0,0,0,betting,K>50
0.1,50,8,11,0,11,0.0,0.088,0.0,0.0,0,0,betting,6<=K<=10
0.1,14,12,12,0,12,0.0,0.6666666666666666,0.0,0.0,0,0,betting,K<=2
0.1,47,7,9,0,9,0.0,0.07086614173228346,0.0,0.0,0,0,betting,11<=K<=20
0.1,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.1,26,12,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,0,betting,3<=K<=5
0.1,17,1,6,0,6,0.0,0.0375,0.0,0.0,0,0,betting,K>50
0.15,50,8,11,0,11,0.0,0.088,0.0,0.0,0,0,betting,6<=K<=10
0.15,14,12,12,0,12,0.0,0.6666666666666666,0.0,0.0,0,0,betting,K<=2
0.15,47,7,9,0,9,0.0,0.07086614173228346,0.0,0.0,0,0,betting,11<=K<=20
0.15,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.15,26,12,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,0,betting,3<=K<=5
0.15,17,1,6,0,6,0.0,0.0375,0.0,0.0,0,0,betting,K>50
0.2,50,8,11,0,11,0.0,0.088,0.0,0.0,0,0,betting,6<=K<=10
0.2,14,12,12,0,12,0.0,0.6666666666666666,0.0,0.0,0,0,betting,K<=2
0.2,47,7,9,0,9,0.0,0.07086614173228346,0.0,0.0,0,0,betting,11<=K<=20
0.2,32,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.2,26,12,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,0,betting,3<=K<=5
0.2,17,1,6,0,6,0.0,0.0375,0.0,0.0,0,0,betting,K>50
0.05,21,16,16,0,16,0.0,0.64,0.0,0.0,0,1,betting,K<=2
0.05,48,5,6,0,6,0.0,0.05454545454545454,0.0,0.0,0,1,betting,6<=K<=10
0.05,14,1,6,0,6,0.0,0.02830188679245283,0.0,0.0,0,1,betting,K>50
0.05,42,3,5,0,5,0.0,0.05,0.0,0.0,0,1,betting,11<=K<=20
0.05,42,2,6,1,5,0.16666666666666666,0.022222222222222223,0.023809523809523808,0.0,0,1,betting,21<=K<=50
0.05,19,10,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,1,betting,3<=K<=5
0.1,21,16,16,0,16,0.0,0.64,0.0,0.0,0,1,betting,K<=2
0.1,48,5,6,0,6,0.0,0.05454545454545454,0.0,0.0,0,1,betting,6<=K<=10
0.1,14,1,6,0,6,0.0,0.02830188679245283,0.0,0.0,0,1,betting,K>50
0.1,42,3,5,0,5,0.0,0.05,0.0,0.0,0,1,betting,11<=K<=20
0.1,42,2,6,1,5,0.16666666666666666,0.022222222222222223,0.023809523809523808,0.0,0,1,betting,21<=K<=50
0.1,19,10,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,1,betting,3<=K<=5
0.15,21,16,16,0,16,0.0,0.64,0.0,0.0,0,1,betting,K<=2
0.15,48,5,6,0,6,0.0,0.05454545454545454,0.0,0.0,0,1,betting,6<=K<=10
0.15,14,1,6,0,6,0.0,0.02830188679245283,0.0,0.0,0,1,betting,K>50
0.15,42,3,5,0,5,0.0,0.05,0.0,0.0,0,1,betting,11<=K<=20
0.15,42,2,6,1,5,0.16666666666666666,0.022222222222222223,0.023809523809523808,0.0,0,1,betting,21<=K<=50
0.15,19,10,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,1,betting,3<=K<=5
0.2,21,16,16,0,16,0.0,0.64,0.0,0.0,0,1,betting,K<=2
0.2,48,5,6,0,6,0.0,0.05454545454545454,0.0,0.0,0,1,betting,6<=K<=10
0.2,14,1,6,0,6,0.0,0.02830188679245283,0.0,0.0,0,1,betting,K>50
0.2,42,3,5,0,5,0.0,0.05,0.0,0.0,0,1,betting,11<=K<=20
0.2,42,2,6,1,5,0.16666666666666666,0.022222222222222223,0.023809523809523808,0.0,0,1,betting,21<=K<=50
0.2,19,10,12,0,12,0.0,0.2926829268292683,0.0,0.0,0,1,betting,3<=K<=5
0.05,37,4,9,0,9,0.0,0.11842105263157894,0.0,0.0,0,2,betting,6<=K<=10
0.05,40,3,7,1,6,0.14285714285714285,0.03680981595092025,0.025,0.0,0,2,betting,21<=K<=50
0.05,59,3,3,0,3,0.0,0.01875,0.0,0.0,0,2,betting,11<=K<=20
0.05,16,15,16,0,16,0.0,0.9411764705882353,0.0,0.0,0,2,betting,K<=2
0.05,7,1,1,0,1,0.0,0.007874015748031496,0.0,0.0,0,2,betting,K>50
0.05,27,14,19,0,19,0.0,0.35185185185185186,0.0,0.0,0,2,betting,3<=K<=5
0.1,37,13,21,0,21,0.0,0.27631578947368424,0.0,0.0,0,2,betting,6<=K<=10
0.1,40,4,15,5,10,0.3333333333333333,0.06134969325153374,0.034999999999999996,0.0,0,2,betting,21<=K<=50
0.1,59,4,6,0,6,0.0,0.0375,0.0,0.0,0,2,betting,11<=K<=20
0.1,16,15,16,0,16,0.0,0.9411764705882353,0.0,0.0,0,2,betting,K<=2
0.1,7,1,1,0,1,0.0,0.007874015748031496,0.0,0.0,0,2,betting,K>50
0.1,27,18,25,1,24,0.04,0.4444444444444444,0.012345679012345678,0.0,0,2,betting,3<=K<=5
0.15,37,14,23,0,23,0.0,0.3026315789473684,0.0,0.0,0,2,betting,6<=K<=10
0.15,40,4,15,5,10,0.3333333333333333,0.06134969325153374,0.034999999999999996,0.0,0,2,betting,21<=K<=50
0.15,59,5,8,1,7,0.125,0.04375,0.005649717514124294,0.0,0,2,betting,11<=K<=20
0.15,16,15,16,0,16,0.0,0.9411764705882353,0.0,0.0,0,2,betting,K<=2
0.15,7,1,1,0,1,0.0,0.007874015748031496,0.0,0.0,0,2,betting,K>50
0.15,27,22,30,2,28,0.06666666666666667,0.5185185185185185,0.030864197530864196,0.0,0,2,betting,3<=K<=5
0.2,37,18,28,1,27,0.03571428571428571,0.35526315789473684,0.013513513513513514,0.0,0,2,betting,6<=K<=10
0.2,40,4,18,6,12,0.3333333333333333,0.0736196319018405,0.03571428571428571,0.0,0,2,betting,21<=K<=50
0.2,59,9,12,1,11,0.08333333333333333,0.06875,0.005649717514124294,0.0,0,2,betting,11<=K<=20
0.2,16,15,16,0,16,0.0,0.9411764705882353,0.0,0.0,0,2,betting,K<=2
0.2,7,1,5,0,5,0.0,0.03937007874015748,0.0,0.0,0,2,betting,K>50
0.2,27,22,30,2,28,0.06666666666666667,0.5185185185185185,0.030864197530864196,0.0,0,2,betting,3<=K<=5
0.05,48,3,6,0,6,0.0,0.05504587155963303,0.0,0.0,0,3,betting,11<=K<=20
0.05,48,2,6,3,3,0.5,0.01639344262295082,0.020833333333333332,0.0,0,3,betting,21<=K<=50
0.05,44,14,18,0,18,0.0,0.17142857142857143,0.0,0.0,0,3,betting,6<=K<=10
0.05,28,14,17,0,17,0.0,0.3469387755102041,0.0,0.0,0,3,betting,3<=K<=5
0.05,6,1,12,0,12,0.0,0.17391304347826086,0.0,0.0,0,3,betting,K>50
0.05,12,10,11,0,11,0.0,0.8461538461538461,0.0,0.0,0,3,betting,K<=2
0.1,48,5,8,0,8,0.0,0.07339449541284404,0.0,0.0,0,3,betting,11<=K<=20
0.1,48,5,9,4,5,0.4444444444444444,0.0273224043715847,0.041666666666666664,0.0,0,3,betting,21<=K<=50
0.1,44,14,18,0,18,0.0,0.17142857142857143,0.0,0.0,0,3,betting,6<=K<=10
0.1,28,14,18,0,18,0.0,0.3673469387755102,0.0,0.0,0,3,betting,3<=K<=5
0.1,6,1,12,0,12,0.0,0.17391304347826086,0.0,0.0,0,3,betting,K>50
0.1,12,10,11,0,11,0.0,0.8461538461538461,0.0,0.0,0,3,betting,K<=2
0.15,48,5,8,0,8,0.0,0.07339449541284404,0.0,0.0,0,3,betting,11<=K<=20
0.15,48,5,9,4,5,0.4444444444444444,0.0273224043715847,0.041666666666666664,0.0,0,3,betting,21<=K<=50
0.15,44,15,20,1,19,0.05,0.18095238095238095,0.011363636363636364,0.0,0,3,betting,6<=K<=10
0.15,28,17,21,0,21,0.0,0.42857142857142855,0.0,0.0,0,3,betting,3<=K<=5
0.15,6,1,12,0,12,0.0,0.17391304347826086,0.0,0.0,0,3,betting,K>50
0.15,12,10,11,0,11,0.0,0.8461538461538461,0.0,0.0,0,3,betting,K<=2
0.2,48,5,9,1,8,0.1111111111111111,0.07339449541284404,0.006944444444444444,0.0,0,3,betting,11<=K<=20
0.2,48,5,9,4,5,0.4444444444444444,0.0273224043715847,0.041666666666666664,0.0,0,3,betting,21<=K<=50
0.2,44,16,23,2,21,0.08695652173913043,0.2,0.018939393939393936,0.0,0,3,betting,6<=K<=10
0.2,28,17,21,0,21,0.0,0.42857142857142855,0.0,0.0,0,3,betting,3<=K<=5
0.2,6,1,22,0,22,0.0,0.3188405797101449,0.0,0.0,0,3,betting,K>50
0.2,12,11,13,1,12,0.07692307692307693,0.9230769230769231,0.041666666666666664,0.0,0,3,betting,K<=2
0.05,40,8,22,0,22,0.0,0.2018348623853211,0.0,0.0,0,4,betting,6<=K<=10
0.05,20,9,13,0,13,0.0,0.29545454545454547,0.0,0.0,0,4,betting,3<=K<=5
0.05,55,2,8,0,8,0.0,0.03619909502262444,0.0,0.0,0,4,betting,21<=K<=50
0.05,45,3,3,0,3,0.0,0.022058823529411766,0.0,0.0,0,4,betting,11<=K<=20
0.05,14,12,12,0,12,0.0,0.75,0.0,0.0,0,4,betting,K<=2
0.05,12,0,0,0,0,0.0,0.0,0.0,0.0,0,4,betting,K>50
0.1,40,15,29,1,28,0.034482758620689655,0.25688073394495414,0.025,0.0,0,4,betting,6<=K<=10
0.1,20,11,16,0,16,0.0,0.36363636363636365,0.0,0.0,0,4,betting,3<=K<=5
0.1,55,2,8,0,8,0.0,0.03619909502262444,0.0,0.0,0,4,betting,21<=K<=50
0.1,45,3,3,0,3,0.0,0.022058823529411766,0.0,0.0,0,4,betting,11<=K<=20
0.1,14,12,12,0,12,0.0,0.75,0.0,0.0,0,4,betting,K<=2
0.1,12,0,0,0,0,0.0,0.0,0.0,0.0,0,4,betting,K>50
0.15,40,15,31,1,30,0.03225806451612903,0.27522935779816515,0.025,0.0,0,4,betting,6<=K<=10
0.15,20,12,18,1,17,0.05555555555555555,0.38636363636363635,0.025,0.0,0,4,betting,3<=K<=5
0.15,55,2,10,0,10,0.0,0.04524886877828054,0.0,0.0,0,4,betting,21<=K<=50
0.15,45,5,5,0,5,0.0,0.03676470588235294,0.0,0.0,0,4,betting,11<=K<=20
0.15,14,14,15,1,14,0.06666666666666667,0.875,0.03571428571428571,0.0,0,4,betting,K<=2
0.15,12,0,0,0,0,0.0,0.0,0.0,0.0,0,4,betting,K>50
0.2,40,17,34,1,33,0.029411764705882353,0.30275229357798167,0.025,0.0,0,4,betting,6<=K<=10
0.2,20,13,19,1,18,0.05263157894736842,0.4090909090909091,0.025,0.0,0,4,betting,3<=K<=5
0.2,55,2,13,0,13,0.0,0.058823529411764705,0.0,0.0,0,4,betting,21<=K<=50
0.2,45,5,5,0,5,0.0,0.03676470588235294,0.0,0.0,0,4,betting,11<=K<=20
0.2,14,14,15,1,14,0.06666666666666667,0.875,0.03571428571428571,0.0,0,4,betting,K<=2
0.2,12,0,0,0,0,0.0,0.0,0.0,0.0,0,4,betting,K>50
0.05,56,4,4,0,4,0.0,0.025,0.0,0.0,0,5,betting,11<=K<=20
0.05,40,3,8,0,8,0.0,0.04878048780487805,0.0,0.0,0,5,betting,21<=K<=50
0.05,51,5,7,0,7,0.0,0.05426356589147287,0.0,0.0,0,5,betting,6<=K<=10
0.05,21,8,9,0,9,0.0,0.25,0.0,0.0,0,5,betting,3<=K<=5
0.05,12,7,7,0,7,0.0,0.4666666666666667,0.0,0.0,0,5,betting,K<=2
0.05,6,0,0,0,0,0.0,0.0,0.0,0.0,0,5,betting,K>50
0.1,56,4,4,0,4,0.0,0.025,0.0,0.0,0,5,betting,11<=K<=20
0.1,40,3,8,0,8,0.0,0.04878048780487805,0.0,0.0,0,5,betting,21<=K<=50
0.1,51,5,7,0,7,0.0,0.05426356589147287,0.0,0.0,0,5,betting,6<=K<=10
0.1,21,8,9,0,9,0.0,0.25,0.0,0.0,0,5,betting,3<=K<=5
0.1,12,7,7,0,7,0.0,0.4666666666666667,0.0,0.0,0,5,betting,K<=2
0.1,6,0,0,0,0,0.0,0.0,0.0,0.0,0,5,betting,K>50
0.15,56,4,4,0,4,0.0,0.025,0.0,0.0,0,5,betting,11<=K<=20
0.15,40,3,8,0,8,0.0,0.04878048780487805,0.0,0.0,0,5,betting,21<=K<=50
0.15,51,5,7,0,7,0.0,0.05426356589147287,0.0,0.0,0,5,betting,6<=K<=10
0.15,21,8,9,0,9,0.0,0.25,0.0,0.0,0,5,betting,3<=K<=5
0.15,12,7,7,0,7,0.0,0.4666666666666667,0.0,0.0,0,5,betting,K<=2
0.15,6,0,0,0,0,0.0,0.0,0.0,0.0,0,5,betting,K>50
0.2,56,4,4,0,4,0.0,0.025,0.0,0.0,0,5,betting,11<=K<=20
0.2,40,3,8,0,8,0.0,0.04878048780487805,0.0,0.0,0,5,betting,21<=K<=50
0.2,51,5,7,0,7,0.0,0.05426356589147287,0.0,0.0,0,5,betting,6<=K<=10
0.2,21,8,9,0,9,0.0,0.25,0.0,0.0,0,5,betting,3<=K<=5
0.2,12,7,7,0,7,0.0,0.4666666666666667,0.0,0.0,0,5,betting,K<=2
0.2,6,0,0,0,0,0.0,0.0,0.0,0.0,0,5,betting,K>50
0.05,46,1,1,0,1,0.0,0.0051813471502590676,0.0,0.0,0,6,betting,21<=K<=50
0.05,17,15,15,0,15,0.0,0.8333333333333334,0.0,0.0,0,6,betting,K<=2
0.05,44,1,1,0,1,0.0,0.008849557522123894,0.0,0.0,0,6,betting,11<=K<=20
0.05,11,0,0,0,0,0.0,0.0,0.0,0.0,0,6,betting,K>50
0.05,40,3,3,0,3,0.0,0.034482758620689655,0.0,0.0,0,6,betting,6<=K<=10
0.05,28,15,18,0,18,0.0,0.32727272727272727,0.0,0.0,0,6,betting,3<=K<=5
0.1,46,1,1,0,1,0.0,0.0051813471502590676,0.0,0.0,0,6,betting,21<=K<=50
0.1,17,15,15,0,15,0.0,0.8333333333333334,0.0,0.0,0,6,betting,K<=2
0.1,44,1,1,0,1,0.0,0.008849557522123894,0.0,0.0,0,6,betting,11<=K<=20
0.1,11,0,0,0,0,0.0,0.0,0.0,0.0,0,6,betting,K>50
0.1,40,3,3,0,3,0.0,0.034482758620689655,0.0,0.0,0,6,betting,6<=K<=10
0.1,28,15,18,0,18,0.0,0.32727272727272727,0.0,0.0,0,6,betting,3<=K<=5
0.15,46,1,1,0,1,0.0,0.0051813471502590676,0.0,0.0,0,6,betting,21<=K<=50
0.15,17,15,15,0,15,0.0,0.8333333333333334,0.0,0.0,0,6,betting,K<=2
0.15,44,1,1,0,1,0.0,0.008849557522123894,0.0,0.0,0,6,betting,11<=K<=20
0.15,11,0,0,0,0,0.0,0.0,0.0,0.0,0,6,betting,K>50
0.15,40,3,3,0,3,0.0,0.034482758620689655,0.0,0.0,0,6,betting,6<=K<=10
0.15,28,15,18,0,18,0.0,0.32727272727272727,0.0,0.0,0,6,betting,3<=K<=5
0.2,46,1,1,0,1,0.0,0.0051813471502590676,0.0,0.0,0,6,betting,21<=K<=50
0.2,17,15,15,0,15,0.0,0.8333333333333334,0.0,0.0,0,6,betting,K<=2
0.2,44,1,1,0,1,0.0,0.008849557522123894,0.0,0.0,0,6,betting,11<=K<=20
0.2,11,0,0,0,0,0.0,0.0,0.0,0.0,0,6,betting,K>50
0.2,40,3,3,0,3,0.0,0.034482758620689655,0.0,0.0,0,6,betting,6<=K<=10
0.2,28,15,18,0,18,0.0,0.32727272727272727,0.0,0.0,0,6,betting,3<=K<=5
0.05,56,5,5,0,5,0.0,0.034722222222222224,0.0,0.0,0,7,betting,11<=K<=20
0.05,18,17,19,0,19,0.0,0.8636363636363636,0.0,0.0,0,7,betting,K<=2
0.05,39,6,8,0,8,0.0,0.08080808080808081,0.0,0.0,0,7,betting,6<=K<=10
0.05,26,13,19,0,19,0.0,0.40425531914893614,0.0,0.0,0,7,betting,3<=K<=5
0.05,38,0,0,0,0,0.0,0.0,0.0,0.0,0,7,betting,21<=K<=50
0.05,9,0,0,0,0,0.0,0.0,0.0,0.0,0,7,betting,K>50
0.1,56,6,11,0,11,0.0,0.0763888888888889,0.0,0.0,0,7,betting,11<=K<=20
0.1,18,18,21,0,21,0.0,0.9545454545454546,0.0,0.0,0,7,betting,K<=2
0.1,39,10,12,0,12,0.0,0.12121212121212122,0.0,0.0,0,7,betting,6<=K<=10
0.1,26,17,24,1,23,0.041666666666666664,0.48936170212765956,0.038461538461538464,0.0,0,7,betting,3<=K<=5
0.1,38,0,0,0,0,0.0,0.0,0.0,0.0,0,7,betting,21<=K<=50
