table,dataset,detector,alpha,method,fdp_pooled_mean,fdp_pooled_std,fdp_family_mean,recall_mean,rejections_mean,phi_max_median,loo_mean,n_seeds,source,pooled_bound_eps,pooled_bound_delta,pooled_bound_covered,pooled_bound_eps_stratified
lvis_aux_eta,LVIS val (NEG+POS_EXH only),GDino,0.15,betting_eBH_lvisaux,0.029873,0.024337,,0.127487,75.35,536.6,1.0,20,outputs/lvis_aux_clean_20seed_formal_hist,12.625357,0.05,20/20,18.114512
lvis_aux_eta,LVIS val (NEG+POS_EXH only),GDino,0.2,betting_eBH_lvisaux,0.032047,0.026485,,0.14174,84.0,536.6,1.0,20,outputs/lvis_aux_clean_20seed_formal_hist,11.792465,0.05,20/20,17.188648
oi_aux_eta,OpenImages V7 (present-only),GDino,0.05,betting_eBH_oipresent,0.011143,0.018883,0.0019,0.088512,38.8,1598.4,1.0,20,outputs/oi_present_only_20seed_formal_hist,18.924938,0.05,20/20,9.934482
oi_aux_eta,OpenImages V7 (present-only),GDino,0.1,betting_eBH_oipresent,0.023324,0.014697,0.0063,0.138998,61.65,1598.4,1.0,20,outputs/oi_present_only_20seed_formal_hist,11.749508,0.05,20/20,7.024682
oi_aux_eta,OpenImages V7 (present-only),GDino,0.15,betting_eBH_oipresent,0.043642,0.033578,0.0126,0.170495,77.45,1598.4,1.0,20,outputs/oi_present_only_20seed_formal_hist,9.299766,0.05,20/20,6.018785
oi_aux_eta,OpenImages V7 (present-only),GDino,0.2,betting_eBH_oipresent,0.062519,0.046096,0.0195,0.192539,89.4,1598.4,1.0,20,outputs/oi_present_only_20seed_formal_hist,8.070355,0.05,20/20,6.645486
lvis_aux_eta,LVIS val (NEG+POS_EXH only),OWLv2,0.05,betting_eBH_lvisaux,0.018699,0.014016,0.005124,0.148012,73.95,1000000.0,1.0,20,outputs/lvis_aux_clean_owlv2_20seed_formal_hist,9.842934,0.05,20/20,13.812872
lvis_aux_eta,LVIS val (NEG+POS_EXH only),OWLv2,0.1,betting_eBH_lvisaux,0.029557,0.014429,0.011778,0.208755,105.55,1000000.0,1.0,20,outputs/lvis_aux_clean_owlv2_20seed_formal_hist,7.484546,0.05,20/20,11.302143
lvis_aux_eta,LVIS val (NEG+POS_EXH only),OWLv2,0.15,betting_eBH_lvisaux,0.036584,0.016504,0.016535,0.237362,120.85,1000000.0,1.0,20,outputs/lvis_aux_clean_owlv2_20seed_formal_hist,6.828121,0.05,20/20,10.668387
lvis_aux_eta,LVIS val (NEG+POS_EXH only),OWLv2,0.2,betting_eBH_lvisaux,0.040366,0.01704,0.018868,0.269543,138.25,1000000.0,1.0,20,outputs/lvis_aux_clean_owlv2_20seed_formal_hist,6.278688,0.05,20/20,9.733795
lvis_aux_eta,LVIS val (NEG+POS_EXH only),YOLO-World,0.05,betting_eBH_lvisaux,0.014149,0.024617,0.00239,0.061635,15.0,1000000.0,1.0,20,outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,142834771181.89844,0.05,20/20,4.169998
lvis_aux_eta,LVIS val (NEG+POS_EXH only),YOLO-World,0.1,betting_eBH_lvisaux,0.036842,0.030119,0.007521,0.126466,31.2,1000000.0,1.0,20,outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,4.872666,0.05,20/20,4.182628
lvis_aux_eta,LVIS val (NEG+POS_EXH only),YOLO-World,0.15,betting_eBH_lvisaux,0.044551,0.030273,0.01132,0.161648,40.2,1000000.0,1.0,20,outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,3.532505,0.05,20/20,4.057962
lvis_aux_eta,LVIS val (NEG+POS_EXH only),YOLO-World,0.2,betting_eBH_lvisaux,0.048069,0.033072,0.012528,0.18366,45.9,1000000.0,1.0,20,outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,3.131267,0.05,20/20,4.148303
oi_aux_eta,OpenImages V7 val (image-label clean),GDino,0.05,betting_eBH_lvisaux,0.005528,0.011571,0.001089,0.085115,36.95,1000000.0,1.0,20,outputs/oi_aux_clean_gdino_20seed_formal_hist,21.260487,0.05,20/20,11.280998
oi_aux_eta,OpenImages V7 val (image-label clean),GDino,0.1,betting_eBH_lvisaux,0.020522,0.016121,0.006536,0.122937,54.5,1000000.0,1.0,20,outputs/oi_aux_clean_gdino_20seed_formal_hist,14.478991,0.05,20/20,8.096064
oi_aux_eta,OpenImages V7 val (image-label clean),GDino,0.15,betting_eBH_lvisaux,0.040903,0.026286,0.014651,0.152248,69.15,1000000.0,1.0,20,outputs/oi_aux_clean_gdino_20seed_formal_hist,11.653997,0.05,20/20,7.181058
oi_aux_eta,OpenImages V7 val (image-label clean),GDino,0.2,betting_eBH_lvisaux,0.066164,0.037844,0.021405,0.173059,80.95,1000000.0,1.0,20,outputs/oi_aux_clean_gdino_20seed_formal_hist,10.154902,0.05,20/20,6.723666
detector_side_comparison,COCO val,RegionCLIP,0.05,regionclip_vanilla,0.486876,0.0,0.209188,0.195824,2705.0,,,1,outputs/coco_regionclip_1000_mix.jsonl,,,,
detector_side_comparison,COCO val,RegionCLIP,0.1,regionclip_vanilla,0.486876,0.0,0.209188,0.195824,2705.0,,,1,outputs/coco_regionclip_1000_mix.jsonl,,,,
detector_side_comparison,COCO val,RegionCLIP,0.15,regionclip_vanilla,0.486876,0.0,0.209188,0.195824,2705.0,,,1,outputs/coco_regionclip_1000_mix.jsonl,,,,
detector_side_comparison,COCO val,RegionCLIP,0.2,regionclip_vanilla,0.486876,0.0,0.209188,0.195824,2705.0,,,1,outputs/coco_regionclip_1000_mix.jsonl,,,,
detector_side_comparison,COCO val,RegionCLIP,0.05,regionclip_plus_wrapper,0.002941,0.013153,0.000138,0.019915,28.25,341.404731,1.0,20,outputs/coco_regionclip_1000_20seed_formal_hist,76.039578,0.05,20/20,73.789381
detector_side_comparison,COCO val,RegionCLIP,0.1,regionclip_plus_wrapper,0.00125,0.00559,0.000138,0.037299,52.9,341.404731,1.0,20,outputs/coco_regionclip_1000_20seed_formal_hist,32.856901,0.05,20/20,47.582927
detector_side_comparison,COCO val,RegionCLIP,0.15,regionclip_plus_wrapper,0.00199,0.006373,0.000414,0.045469,64.3,341.404731,1.0,20,outputs/coco_regionclip_1000_20seed_formal_hist,26.782001,0.05,20/20,38.72185
detector_side_comparison,COCO val,RegionCLIP,0.2,regionclip_plus_wrapper,0.0025,0.007697,0.000691,0.048715,68.9,341.404731,1.0,20,outputs/coco_regionclip_1000_20seed_formal_hist,25.034369,0.05,20/20,36.193062
nms_aware_evalue,COCO,GDino,0.05,betting_eBH_nmsaware_iou050,0.0284,0.0168,0.0043,0.2351,103.1,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,GDino,0.1,betting_eBH_nmsaware_iou050,0.0443,0.0202,0.0068,0.2908,129.7,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,GDino,0.15,betting_eBH_nmsaware_iou050,0.0571,0.0231,0.0098,0.3236,146.4,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,GDino,0.2,betting_eBH_nmsaware_iou050,0.0646,0.0225,0.012,0.3487,159.1,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,GDino,0.05,betting_eBH_nmsaware_iou030,0.0222,0.0119,0.0035,0.2744,99.55,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou030_full,,,,
nms_aware_evalue,COCO,GDino,0.1,betting_eBH_nmsaware_iou030,0.034,0.0183,0.0059,0.3369,123.75,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou030_full,,,,
nms_aware_evalue,COCO,GDino,0.15,betting_eBH_nmsaware_iou030,0.0456,0.0184,0.0089,0.3662,136.25,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou030_full,,,,
nms_aware_evalue,COCO,GDino,0.2,betting_eBH_nmsaware_iou030,0.0513,0.0179,0.0109,0.3942,147.55,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou030_full,,,,
nms_aware_evalue,COCO,GDino,0.05,betting_eBH_nmsaware_iou070,0.0274,0.0188,0.0042,0.1472,104.0,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou070_full,,,,
nms_aware_evalue,COCO,GDino,0.1,betting_eBH_nmsaware_iou070,0.0396,0.0198,0.0065,0.1871,134.0,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou070_full,,,,
nms_aware_evalue,COCO,GDino,0.15,betting_eBH_nmsaware_iou070,0.0507,0.022,0.0095,0.2102,152.45,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou070_full,,,,
nms_aware_evalue,COCO,GDino,0.2,betting_eBH_nmsaware_iou070,0.0598,0.0212,0.0125,0.2277,166.85,,,20,outputs/coco_gdino_1000_nmsaware_20seed_iou070_full,,,,
nms_aware_evalue,VOC,GDino,0.05,betting_eBH_nmsaware_iou050,0.0429,0.0157,0.0109,0.4206,154.6,,,20,outputs/voc_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,VOC,GDino,0.1,betting_eBH_nmsaware_iou050,0.06,0.0239,0.0167,0.5163,193.5,,,20,outputs/voc_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,VOC,GDino,0.15,betting_eBH_nmsaware_iou050,0.0748,0.0286,0.0214,0.5691,216.75,,,20,outputs/voc_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,VOC,GDino,0.2,betting_eBH_nmsaware_iou050,0.0891,0.0306,0.027,0.602,233.0,,,20,outputs/voc_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,LVIS,GDino,0.05,betting_eBH_nmsaware_iou050,0.1583,0.0939,0.0044,0.0272,16.6,,,5,outputs/lvis_gdino_1000_nmsaware_5seed_iou050,,,,
nms_aware_evalue,LVIS,GDino,0.1,betting_eBH_nmsaware_iou050,0.1799,0.0791,0.0102,0.0642,39.8,,,5,outputs/lvis_gdino_1000_nmsaware_5seed_iou050,,,,
nms_aware_evalue,LVIS,GDino,0.15,betting_eBH_nmsaware_iou050,0.2574,0.0546,0.0209,0.0823,56.6,,,5,outputs/lvis_gdino_1000_nmsaware_5seed_iou050,,,,
nms_aware_evalue,LVIS,GDino,0.2,betting_eBH_nmsaware_iou050,0.2875,0.0441,0.0313,0.1066,76.6,,,5,outputs/lvis_gdino_1000_nmsaware_5seed_iou050,,,,
nms_aware_evalue,COCO,RegionCLIP,0.05,betting_eBH_nmsaware_iou050,0.0,0.0,0.0,0.0461,15.7,,,20,outputs/coco_regionclip_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,RegionCLIP,0.1,betting_eBH_nmsaware_iou050,0.0023,0.0102,0.0001,0.0858,29.05,,,20,outputs/coco_regionclip_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,RegionCLIP,0.15,betting_eBH_nmsaware_iou050,0.0014,0.0064,0.0001,0.1124,37.9,,,20,outputs/coco_regionclip_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,RegionCLIP,0.2,betting_eBH_nmsaware_iou050,0.001,0.0047,0.0001,0.1368,46.05,,,20,outputs/coco_regionclip_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,OWL-ViT,0.05,betting_eBH_nmsaware_iou050,0.0109,0.0155,0.0014,0.0991,41.25,,,20,outputs/coco_owlvit_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,OWL-ViT,0.1,betting_eBH_nmsaware_iou050,0.0175,0.0138,0.0026,0.1367,57.1,,,20,outputs/coco_owlvit_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,OWL-ViT,0.15,betting_eBH_nmsaware_iou050,0.0299,0.0267,0.0046,0.1638,69.35,,,20,outputs/coco_owlvit_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO,OWL-ViT,0.2,betting_eBH_nmsaware_iou050,0.0359,0.0243,0.0072,0.1922,81.85,,,20,outputs/coco_owlvit_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO-train,GDino,0.05,betting_eBH_nmsaware_iou050,0.0648,0.0389,0.0074,0.2441,115.4,,,20,outputs/coco_train_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO-train,GDino,0.1,betting_eBH_nmsaware_iou050,0.0841,0.0393,0.0115,0.3151,151.65,,,20,outputs/coco_train_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO-train,GDino,0.15,betting_eBH_nmsaware_iou050,0.0975,0.0408,0.0156,0.3549,173.75,,,20,outputs/coco_train_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_evalue,COCO-train,GDino,0.2,betting_eBH_nmsaware_iou050,0.1078,0.0409,0.0184,0.3863,191.05,,,20,outputs/coco_train_gdino_1000_nmsaware_20seed_iou050,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.0319,0.0214,0.0047,0.2607,114.6,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.0411,0.0223,0.0066,0.3206,142.7,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.0523,0.0228,0.0096,0.3536,159.1,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.0661,0.0205,0.0133,0.3831,175.15,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,VOC,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.0431,0.0175,0.0117,0.4325,159.2,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,VOC,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.0541,0.0203,0.0159,0.5429,202.2,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,VOC,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.0737,0.0274,0.0236,0.6018,229.25,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,VOC,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.088,0.0318,0.0285,0.642,248.55,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO-train,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.0622,0.0407,0.0074,0.2512,118.3,,,20,outputs/coco_train_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO-train,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.0798,0.0415,0.0117,0.3383,162.2,,,20,outputs/coco_train_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO-train,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.0928,0.0394,0.0153,0.3882,189.1,,,20,outputs/coco_train_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO-train,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.1107,0.0401,0.0196,0.4183,208.0,,,20,outputs/coco_train_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.0007,0.0031,0.0001,0.1841,61.9,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.0016,0.005,0.0003,0.2159,72.55,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.0127,0.0139,0.0037,0.2418,82.25,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.0143,0.015,0.0043,0.258,88.0,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.0169,0.0162,0.0022,0.1112,46.4,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.0173,0.013,0.0026,0.1556,64.95,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.0311,0.0289,0.0056,0.1866,79.2,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.0411,0.0265,0.0088,0.2146,92.0,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,LVIS,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou050,0.1727,0.0698,0.0061,0.0328,20.4,,,5,outputs/lvis_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,LVIS,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou050,0.1871,0.0713,0.0153,0.086,54.0,,,5,outputs/lvis_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,LVIS,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou050,0.2536,0.0754,0.0321,0.1314,88.6,,,5,outputs/lvis_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,LVIS,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou050,0.2751,0.0278,0.0456,0.162,114.2,,,5,outputs/lvis_gdino_nmsaware_calibrated_20seed,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou030,0.0273,0.0163,0.0045,0.3284,119.95,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou030,0.0309,0.0179,0.006,0.3917,143.75,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou030,0.0472,0.0281,0.0088,0.4401,164.9,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou030,0.0671,0.0321,0.013,0.4795,183.7,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou070,0.0274,0.0188,0.0042,0.1472,104.0,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou070,0.0396,0.0198,0.0065,0.1871,134.0,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou070,0.0507,0.022,0.0095,0.2102,152.45,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou070,0.0598,0.0212,0.0125,0.2277,166.85,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,VOC,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou030,0.0386,0.0166,0.0098,0.4939,153.75,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,VOC,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou030,0.054,0.0171,0.0156,0.6201,196.3,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,VOC,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou030,0.0763,0.0225,0.0228,0.6826,221.45,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,VOC,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou030,0.0874,0.0269,0.0277,0.7113,233.65,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,VOC,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_iou070,0.0457,0.0167,0.0116,0.2521,149.95,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,VOC,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_iou070,0.0562,0.0196,0.0169,0.326,196.4,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,VOC,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_iou070,0.0712,0.0258,0.0215,0.3626,222.1,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,VOC,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_iou070,0.0866,0.0283,0.0274,0.3883,241.95,,,20,outputs/voc_gdino_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_sumphi_iou050,0.0285,0.0205,0.004,0.249,109.2,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_sumphi,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_sumphi_iou050,0.0373,0.0176,0.0059,0.3149,139.55,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_sumphi,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_sumphi_iou050,0.0486,0.023,0.0085,0.3512,157.45,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_sumphi,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_sumphi_iou050,0.062,0.0211,0.0124,0.3754,170.75,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_sumphi,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_top2meanphi_iou050,0.0273,0.0179,0.0042,0.2425,106.2,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_top2mean,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_top2meanphi_iou050,0.0436,0.0215,0.0066,0.3025,134.8,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_top2mean,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_top2meanphi_iou050,0.0552,0.0225,0.0097,0.3383,152.8,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_top2mean,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_top2meanphi_iou050,0.0626,0.0203,0.0121,0.3675,167.35,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_top2mean,,,,
nms_aware_calibrated,COCO,GDino,0.05,betting_eBH_nmsaware_sa_maxphi_mondrian_iou050,0.0337,0.0197,0.0047,0.2342,103.25,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_mondrian,,,,
nms_aware_calibrated,COCO,GDino,0.1,betting_eBH_nmsaware_sa_maxphi_mondrian_iou050,0.0482,0.0242,0.0071,0.2894,129.8,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_mondrian,,,,
nms_aware_calibrated,COCO,GDino,0.15,betting_eBH_nmsaware_sa_maxphi_mondrian_iou050,0.0579,0.0229,0.0099,0.3238,146.7,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_mondrian,,,,
nms_aware_calibrated,COCO,GDino,0.2,betting_eBH_nmsaware_sa_maxphi_mondrian_iou050,0.0717,0.0229,0.0139,0.3521,162.0,,,20,outputs/coco_gdino_nmsaware_calibrated_20seed_mondrian,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.05,betting_eBH_nmsaware_sa_maxphi_iou030,0.0,0.0,0.0,0.2625,63.75,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.1,betting_eBH_nmsaware_sa_maxphi_iou030,0.0042,0.0089,0.0014,0.3192,77.75,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.15,betting_eBH_nmsaware_sa_maxphi_iou030,0.0189,0.0179,0.0048,0.3668,90.8,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.2,betting_eBH_nmsaware_sa_maxphi_iou030,0.0283,0.0206,0.0075,0.4026,100.65,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.05,betting_eBH_nmsaware_sa_maxphi_iou070,0.0014,0.0062,0.0001,0.0577,42.9,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.1,betting_eBH_nmsaware_sa_maxphi_iou070,0.0008,0.0037,0.0001,0.0848,62.55,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.15,betting_eBH_nmsaware_sa_maxphi_iou070,0.0018,0.006,0.0004,0.0951,70.05,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,RegionCLIP,0.2,betting_eBH_nmsaware_sa_maxphi_iou070,0.004,0.0075,0.0007,0.1,73.7,,,20,outputs/coco_regionclip_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.05,betting_eBH_nmsaware_sa_maxphi_iou030,0.0098,0.0132,0.0014,0.1427,51.9,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.1,betting_eBH_nmsaware_sa_maxphi_iou030,0.0159,0.0177,0.0025,0.2016,73.8,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.15,betting_eBH_nmsaware_sa_maxphi_iou030,0.021,0.0191,0.0039,0.2286,84.2,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.2,betting_eBH_nmsaware_sa_maxphi_iou030,0.0269,0.0192,0.0064,0.2716,100.6,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou030,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.05,betting_eBH_nmsaware_sa_maxphi_iou070,0.0151,0.0171,0.0021,0.0819,44.15,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.1,betting_eBH_nmsaware_sa_maxphi_iou070,0.0231,0.0184,0.0034,0.112,60.9,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou070,,,,
nms_aware_calibrated,COCO,OWL-ViT,0.15,betting_eBH_nmsaware_sa_maxphi_iou070,0.0353,0.0302,0.006,0.134,73.8,,,20,outputs/coco_owlvit_nmsaware_calibrated_20seed_iou070,,,,
