alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,2,0,0,0,0,0.0,0.0,0.0,0,betting,K<=5
0.05,8,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.05,2,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.1,2,0,0,0,0,0.0,0.0,0.0,0,betting,K<=5
0.1,8,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.1,2,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.15,2,0,0,0,0,0.0,0.0,0.0,0,betting,K<=5
0.15,8,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.15,2,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.2,2,1,1,0,1,0.0,1.0,0.0,0,betting,K<=5
0.2,8,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.2,2,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.05,2,0,0,0,0,0.0,0.0,0.0,1,betting,K<=5
0.05,9,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.05,1,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.1,2,0,0,0,0,0.0,0.0,0.0,1,betting,K<=5
0.1,9,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.1,1,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.15,2,0,0,0,0,0.0,0.0,0.0,1,betting,K<=5
0.15,9,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.15,1,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.2,2,0,0,0,0,0.0,0.0,0.0,1,betting,K<=5
0.2,9,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.2,1,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
