alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,559,116,164,11,153,0.06707317073170732,0.2870544090056285,0.018783542039355994,0,betting,all,5642
0.1,559,139,203,17,186,0.08374384236453201,0.34896810506566606,0.026744186046511628,0,betting,all,5642
0.15,559,155,234,27,207,0.11538461538461539,0.3883677298311445,0.03623534088650368,0,betting,all,5642
0.2,559,163,247,30,217,0.1214574898785425,0.4071294559099437,0.03862055257404094,0,betting,all,5642
0.05,559,104,130,5,125,0.038461538461538464,0.22977941176470587,0.008944543828264758,1,betting,all,5078
0.1,559,126,180,9,171,0.05,0.31433823529411764,0.014758497316636851,1,betting,all,5078
0.15,559,136,202,14,188,0.06930693069306931,0.34558823529411764,0.020700230002555584,1,betting,all,5078
0.2,559,144,219,19,200,0.0867579908675799,0.36764705882352944,0.02517250191668796,1,betting,all,5078
0.05,559,115,152,5,147,0.03289473684210526,0.2597173144876325,0.007751937984496125,2,betting,all,4988
0.1,559,142,211,11,200,0.052132701421800945,0.35335689045936397,0.015802027429934404,2,betting,all,4988
0.15,559,152,228,11,217,0.04824561403508772,0.3833922261484099,0.015802027429934404,2,betting,all,4988
0.2,559,160,244,13,231,0.05327868852459016,0.4081272084805654,0.016607036374478235,2,betting,all,4988
0.05,559,123,165,4,161,0.024242424242424242,0.27902946273830154,0.007155635062611807,3,betting,all,5520
0.1,559,144,218,15,203,0.06880733944954129,0.35181975736568455,0.02032399125422381,3,betting,all,5520
0.15,559,153,243,21,222,0.08641975308641975,0.3847487001733102,0.023454581594116477,3,betting,all,5520
0.2,559,160,257,25,232,0.09727626459143969,0.4020797227036395,0.028284635261379445,3,betting,all,5520
0.05,559,100,125,5,120,0.04,0.22099447513812154,0.008050089445438283,4,betting,all,5441
0.1,559,119,175,7,168,0.04,0.30939226519337015,0.011627906976744186,4,betting,all,5441
0.15,559,129,196,12,184,0.061224489795918366,0.3388581952117864,0.019230769230769232,4,betting,all,5441
0.2,559,141,226,23,203,0.10176991150442478,0.3738489871086556,0.027827469687934803,4,betting,all,5441
